model,protocols_n,siblings_n,protocols_mean,siblings_mean,protocols_median,siblings_median,delta_mean_protocols_minus_siblings,delta_median_protocols_minus_siblings,mannwhitney_u,mannwhitney_p_two_sided,welch_t,welch_p_two_sided,cohen_d,cliffs_delta
gpt_hlcore,14,20,26.192857142857143,15.871825396825397,26.4,15.4,10.321031746031746,10.999999999999998,237.0,0.0007082071639880739,4.632109125604611,5.911073696540864e-05,1.5418385144819642,0.6928571428571428
qwen_hlcore,14,20,21.585714285714285,12.35388888888889,21.8,9.3,9.231825396825396,12.5,243.5,0.00027442428202305736,4.858067007125497,3.2965771242545204e-05,1.6435657387596896,0.7392857142857143
