model,protocols_n,siblings_n,protocols_mean,siblings_mean,protocols_median,siblings_median,delta_mean_protocols_minus_siblings,delta_median_protocols_minus_siblings,mannwhitney_u,mannwhitney_p_two_sided,welch_t,welch_p_two_sided,cohen_d,cliffs_delta
qwen_directcore,14,20,22.265079365079366,14.754047619047618,23.955555555555556,11.3375,7.5110317460317475,12.618055555555555,210.0,0.01484694463031733,3.4976014366617085,0.001405807912986673,1.132737828418396,0.5
qwen_hlcore,14,20,21.585714285714285,12.35388888888889,21.8,9.3,9.231825396825396,12.5,243.5,0.00027442428202305736,4.858067007125497,3.2965771242545204e-05,1.6435657387596896,0.7392857142857143
