run,group,paper,unit,default_100,repro_100,viability_pass
with_rulepack,nat_siblings,s41586-018-0024-3,unit_008,83,8,True
with_rulepack,nat_siblings,s41588-021-00972-2,unit_009,83,8,True
with_rulepack,nat_siblings,s41588-021-00972-2,unit_001,83,8,True
with_rulepack,nat_siblings,s41588-021-00972-2,unit_007,58,17,True
with_rulepack,nat_siblings,s41588-021-00972-2,unit_006,83,8,True
with_rulepack,nat_siblings,s41588-021-00972-2,unit_002,83,8,True
with_rulepack,nat_siblings,s41588-021-00972-2,unit_010,83,8,True
with_rulepack,nat_siblings,s41588-021-00972-2,unit_004,42,17,True
with_rulepack,nat_siblings,s41588-021-00972-2,unit_003,58,15,True
with_rulepack,nat_siblings,s41588-021-00972-2,unit_005,83,8,True
with_rulepack,nat_siblings,s41588-021-00972-2,unit_008,83,8,True
with_rulepack,nat_siblings,s41592-024-02555-5,unit_009,83,8,True
with_rulepack,nat_siblings,s41592-024-02555-5,unit_001,58,13,True
with_rulepack,nat_siblings,s41592-024-02555-5,unit_007,83,8,True
with_rulepack,nat_siblings,s41592-024-02555-5,unit_006,83,8,True
with_rulepack,nat_siblings,s41592-024-02555-5,unit_002,75,25,True
with_rulepack,nat_siblings,s41592-024-02555-5,unit_010,83,8,True
with_rulepack,nat_siblings,s41592-024-02555-5,unit_004,83,8,True
with_rulepack,nat_siblings,s41592-024-02555-5,unit_003,83,8,True
with_rulepack,nat_siblings,s41592-024-02555-5,unit_005,83,8,True
with_rulepack,nat_siblings,s41592-024-02555-5,unit_008,83,8,True
with_rulepack,nat_siblings,s41467-025-68247-6,unit_009,46,20,True
with_rulepack,nat_siblings,s41467-025-68247-6,unit_001,67,31,True
with_rulepack,nat_siblings,s41467-025-68247-6,unit_007,52,27,True
with_rulepack,nat_siblings,s41467-025-68247-6,unit_002,50,31,True
with_rulepack,nat_siblings,s41467-025-68247-6,unit_010,70,20,True
with_rulepack,nat_siblings,s41467-025-68247-6,unit_004,42,29,True
with_rulepack,nat_siblings,s41467-025-68247-6,unit_003,58,13,True
with_rulepack,nat_siblings,s41467-025-68247-6,unit_005,52,23,True
with_rulepack,nat_siblings,s41467-025-68247-6,unit_008,50,31,True
with_rulepack,nat_siblings,s41592-021-01344-8,unit_009,50,27,True
with_rulepack,nat_siblings,s41592-021-01344-8,unit_001,50,22,True
with_rulepack,nat_siblings,s41592-021-01344-8,unit_007,56,23,True
with_rulepack,nat_siblings,s41592-021-01344-8,unit_006,50,19,True
with_rulepack,nat_siblings,s41592-021-01344-8,unit_002,58,21,True
with_rulepack,nat_siblings,s41592-021-01344-8,unit_010,42,22,True
with_rulepack,nat_siblings,s41592-021-01344-8,unit_004,83,8,True
with_rulepack,nat_siblings,s41592-021-01344-8,unit_003,83,8,True
with_rulepack,nat_siblings,s41592-021-01344-8,unit_005,67,24,True
with_rulepack,nat_siblings,s41592-021-01344-8,unit_008,58,13,True
with_rulepack,nat_siblings,s41588-025-02182-6,unit_009,83,8,True
with_rulepack,nat_siblings,s41588-025-02182-6,unit_001,83,8,True
with_rulepack,nat_siblings,s41588-025-02182-6,unit_007,50,25,True
with_rulepack,nat_siblings,s41588-025-02182-6,unit_006,83,8,True
with_rulepack,nat_siblings,s41588-025-02182-6,unit_002,83,8,True
with_rulepack,nat_siblings,s41588-025-02182-6,unit_010,83,8,True
with_rulepack,nat_siblings,s41588-025-02182-6,unit_004,46,29,True
with_rulepack,nat_siblings,s41588-025-02182-6,unit_003,83,8,True
with_rulepack,nat_siblings,s41588-025-02182-6,unit_005,75,13,True
with_rulepack,nat_siblings,s41588-025-02182-6,unit_008,83,8,True
with_rulepack,nat_siblings,s41586-023-06564-w,unit_009,55,32,True
with_rulepack,nat_siblings,s41586-023-06564-w,unit_001,58,21,True
with_rulepack,nat_siblings,s41586-023-06564-w,unit_007,75,34,True
with_rulepack,nat_siblings,s41586-023-06564-w,unit_006,50,20,True
with_rulepack,nat_siblings,s41586-023-06564-w,unit_002,58,28,True
with_rulepack,nat_siblings,s41586-023-06564-w,unit_010,52,32,True
with_rulepack,nat_siblings,s41586-023-06564-w,unit_004,60,28,True
with_rulepack,nat_siblings,s41586-023-06564-w,unit_003,50,28,True
with_rulepack,nat_siblings,s41586-023-06564-w,unit_005,52,22,True
with_rulepack,nat_siblings,s41586-023-06564-w,unit_008,83,8,True
with_rulepack,nat_protocols,s41596-023-00929-1,unit_009,50,22,True
with_rulepack,nat_protocols,s41596-023-00929-1,unit_001,44,29,True
with_rulepack,nat_protocols,s41596-023-00929-1,unit_007,58,27,True
with_rulepack,nat_protocols,s41596-023-00929-1,unit_006,58,31,True
with_rulepack,nat_protocols,s41596-023-00929-1,unit_002,67,27,True
with_rulepack,nat_protocols,s41596-023-00929-1,unit_010,50,31,True
with_rulepack,nat_protocols,s41596-023-00929-1,unit_004,58,27,True
with_rulepack,nat_protocols,s41596-023-00929-1,unit_003,61,27,True
with_rulepack,nat_protocols,s41596-023-00929-1,unit_005,40,30,True
with_rulepack,nat_protocols,s41596-023-00929-1,unit_008,58,18,True
with_rulepack,nat_protocols,s41596-023-00814-x,unit_009,42,23,True
with_rulepack,nat_protocols,s41596-023-00814-x,unit_001,67,23,True
with_rulepack,nat_protocols,s41596-023-00814-x,unit_007,50,30,True
with_rulepack,nat_protocols,s41596-023-00814-x,unit_006,67,24,True
with_rulepack,nat_protocols,s41596-023-00814-x,unit_002,50,27,True
with_rulepack,nat_protocols,s41596-023-00814-x,unit_010,50,31,True
with_rulepack,nat_protocols,s41596-023-00814-x,unit_004,50,31,True
with_rulepack,nat_protocols,s41596-023-00814-x,unit_003,58,34,True
with_rulepack,nat_protocols,s41596-023-00814-x,unit_005,50,31,True
with_rulepack,nat_protocols,s41596-023-00814-x,unit_008,42,19,True
with_rulepack,nat_protocols,s41596-021-00603-4,unit_009,58,23,True
with_rulepack,nat_protocols,s41596-021-00603-4,unit_001,58,31,True
with_rulepack,nat_protocols,s41596-021-00603-4,unit_007,75,23,True
with_rulepack,nat_protocols,s41596-021-00603-4,unit_006,50,20,True
with_rulepack,nat_protocols,s41596-021-00603-4,unit_002,50,23,True
with_rulepack,nat_protocols,s41596-021-00603-4,unit_010,75,28,True
with_rulepack,nat_protocols,s41596-021-00603-4,unit_004,67,34,True
with_rulepack,nat_protocols,s41596-021-00603-4,unit_003,42,29,True
with_rulepack,nat_protocols,s41596-021-00603-4,unit_005,67,32,True
with_rulepack,nat_protocols,s41596-021-00603-4,unit_008,50,28,True
with_rulepack,nat_protocols,s41596-020-0379-4,unit_009,43,30,True
with_rulepack,nat_protocols,s41596-020-0379-4,unit_001,44,26,True
with_rulepack,nat_protocols,s41596-020-0379-4,unit_007,67,21,True
with_rulepack,nat_protocols,s41596-020-0379-4,unit_006,67,20,True
with_rulepack,nat_protocols,s41596-020-0379-4,unit_010,58,34,True
with_rulepack,nat_protocols,s41596-020-0379-4,unit_004,58,27,True
with_rulepack,nat_protocols,s41596-020-0379-4,unit_003,58,18,True
with_rulepack,nat_protocols,s41596-020-0379-4,unit_005,58,34,True
with_rulepack,nat_protocols,s41596-020-0379-4,unit_008,50,32,True
with_rulepack,nat_protocols,s41596-025-01197-x,unit_009,58,34,True
with_rulepack,nat_protocols,s41596-025-01197-x,unit_001,58,28,True
with_rulepack,nat_protocols,s41596-025-01197-x,unit_007,61,32,True
with_rulepack,nat_protocols,s41596-025-01197-x,unit_006,42,19,True
with_rulepack,nat_protocols,s41596-025-01197-x,unit_002,57,28,True
with_rulepack,nat_protocols,s41596-025-01197-x,unit_010,46,30,True
with_rulepack,nat_protocols,s41596-025-01197-x,unit_005,44,26,True
with_rulepack,nat_protocols,s41596-025-01197-x,unit_008,42,24,True
with_rulepack,nat_protocols,s41596-021-00629-8,unit_009,50,31,True
with_rulepack,nat_protocols,s41596-021-00629-8,unit_001,50,19,True
with_rulepack,nat_protocols,s41596-021-00629-8,unit_007,58,34,True
with_rulepack,nat_protocols,s41596-021-00629-8,unit_006,58,34,True
with_rulepack,nat_protocols,s41596-021-00629-8,unit_002,50,27,True
with_rulepack,nat_protocols,s41596-021-00629-8,unit_010,67,34,True
with_rulepack,nat_protocols,s41596-021-00629-8,unit_004,50,31,True
with_rulepack,nat_protocols,s41596-019-0213-z,unit_009,50,18,True
with_rulepack,nat_protocols,s41596-019-0213-z,unit_001,58,31,True
with_rulepack,nat_protocols,s41596-019-0213-z,unit_007,58,31,True
with_rulepack,nat_protocols,s41596-019-0213-z,unit_006,83,8,True
with_rulepack,nat_protocols,s41596-019-0213-z,unit_002,75,11,True
with_rulepack,nat_protocols,s41596-019-0213-z,unit_004,83,8,True
with_rulepack,nat_protocols,s41596-019-0213-z,unit_003,75,11,True
with_rulepack,nat_protocols,s41596-019-0213-z,unit_005,83,8,True
with_rulepack,nat_protocols,s41596-019-0213-z,unit_008,50,31,True
with_rulepack,nat_protocols,s41596-025-01299-6,unit_009,50,25,True
with_rulepack,nat_protocols,s41596-025-01299-6,unit_001,48,24,True
with_rulepack,nat_protocols,s41596-025-01299-6,unit_007,83,8,True
with_rulepack,nat_protocols,s41596-025-01299-6,unit_002,50,31,True
with_rulepack,nat_protocols,s41596-025-01299-6,unit_004,44,31,True
with_rulepack,nat_protocols,s41596-025-01299-6,unit_005,44,20,True
with_rulepack,nat_protocols,s41596-025-01299-6,unit_008,50,24,True
with_rulepack,nat_protocols,s41596-023-00880-1,unit_009,58,18,True
with_rulepack,nat_protocols,s41596-023-00880-1,unit_007,75,15,True
with_rulepack,nat_protocols,s41596-023-00880-1,unit_006,50,31,True
with_rulepack,nat_protocols,s41596-023-00880-1,unit_002,58,31,True
with_rulepack,nat_protocols,s41596-023-00880-1,unit_010,67,15,True
with_rulepack,nat_protocols,s41596-023-00880-1,unit_004,75,23,True
with_rulepack,nat_protocols,s41596-023-00880-1,unit_005,67,17,True
with_rulepack,nat_protocols,s41596-023-00880-1,unit_008,50,23,True
